Learner Location,Date,Course Code,Course Title (en),Offering Delivery Type (en),Offering Language,Registration No Show Flag,Offering Status,Instructor Name
NCR/RCN,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,Elizabeth McKeown
NCR/RCN,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
NCR/RCN,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
NCR/RCN,2020-07-20 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Delivered - Normal,"Daniel Richer, Richard Landry"
NCR/RCN,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
NCR/RCN,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
NCR/RCN,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
NCR/RCN,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
NCR/RCN,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
NCR/RCN,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
NCR/RCN,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
NCR/RCN,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
NORTH YORK,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
NORTH YORK,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
NORTH YORK,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
NORTH YORK,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
OTTAWA,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,Elizabeth McKeown
OTTAWA,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
OTTAWA,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
OTTAWA,2020-07-20 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Delivered - Normal,"Daniel Richer, Richard Landry"
OTTAWA,2020-07-29 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-07-29 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-08-11 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Cancelled - Normal,Unknown
OTTAWA,2020-08-18 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled - Normal,Unknown
OTTAWA,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
OTTAWA,2020-08-27 0:00,I501,Discover Digital for Executives Module #4 - Share your learning experience: Peer Connect (I501),Virtual Classroom,French/Fran網is,0,Cancelled - Normal,Unknown
OTTAWA,2020-09-08 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled - Normal,Unknown
OTTAWA,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
OTTAWA,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,1,Delivered - Normal,Jean-Marc Dupont
OTTAWA,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
OTTAWA,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
OTTAWA,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Delivered - Normal,Isa David
OTTAWA,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,1,Delivered - Normal,Isa David
OTTAWA,2020-09-21 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Delivered - Normal,"Daniel Richer, Jean-Marc Dupont"
OTTAWA,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-09-25 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Open - Normal,"Daniel Richer, Jean-Marc Dupont"
OTTAWA,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
OTTAWA,2020-09-30 0:00,I501,Discover Digital for Executives Module #4 - Share your learning experience: Peer Connect (I501),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-09-30 0:00,I501,Discover Digital for Executives Module #4 - Share your learning experience: Peer Connect (I501),Virtual Classroom,French/Fran網is,0,Open - Normal,Richard Landry
OTTAWA,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Fran網is,0,Open - Normal,Unknown
OTTAWA,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
OTTAWA,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-10-29 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Isa David
OTTAWA,2020-11-16 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
OTTAWA,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
OTTAWA,2020-11-20 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
OTTAWA,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Isa David
OTTAWA,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
OTTAWA,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
OTTAWA,2021-01-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
OUTSIDE CANADA,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,Elizabeth McKeown
OUTSIDE CANADA,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
QU텍EC,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
QU텍EC,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Fran網is,0,Open - Normal,Unknown
QU텍EC,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Isa David
QUEEN CHARLOTTE,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,1,Delivered - Normal,Jean-Marc Dupont
REGINA,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
REGINA,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
REGINA,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
SAO PAULO,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
SASKATOON,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
SAULT STE. MARIE,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Fran網is,0,Open - Normal,Unknown
SHAWINIGAN,2020-08-11 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Cancelled - Normal,Unknown
SHAWINIGAN,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Delivered - Normal,Isa David
SHAWINIGAN,2020-09-21 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Delivered - Normal,"Daniel Richer, Jean-Marc Dupont"
SHEDIAC,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
SHEDIAC,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
ST. JOHN'S,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
ST. JOHN'S,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
ST. JOHN'S,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
ST. JOHN'S,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
ST. JOHN'S,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
ST.CATHARINES,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
ST-HUBERT,2020-07-20 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Fran網is,0,Delivered - Normal,"Daniel Richer, Richard Landry"
ST-HUBERT,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Delivered - Normal,Isa David
ST-HUBERT,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Isa David
ST-HUBERT,2020-11-10 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
ST-HUBERT,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
SUMMERSIDE,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
SURREY,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
SURREY,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
SURREY,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
SYDNEY,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
THUNDER BAY,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
TORONTO,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
TORONTO,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
TORONTO,2020-08-18 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled - Normal,Unknown
TORONTO,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
TORONTO,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
TORONTO,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
TORONTO,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,1,Delivered - Normal,Jean-Marc Dupont
TORONTO,2020-09-28 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,"Daniel Richer, Felicity Mulgan"
TORONTO,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Fran網is,0,Open - Normal,Unknown
TORONTO,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
TORONTO,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
TORONTO,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
TORONTO,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
TORONTO,2020-11-16 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
TORONTO,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
TORONTO,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
TORONTO,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
TORONTO,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
TORONTO,2021-01-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
TRENTON,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
UNKNOWN,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
UNKNOWN,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Fran網is,0,Open - Normal,Unknown
UNKNOWN,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
UNKNOWN,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
UNKNOWN,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,0,Open - Normal,Isa David
VANCOUVER,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
VANCOUVER,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
VANCOUVER,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
VANCOUVER,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,1,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
VANCOUVER,2020-08-18 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled - Normal,Unknown
VANCOUVER,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
VANCOUVER,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,1,Delivered - Normal,Jean-Marc Dupont
VANCOUVER,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
VANCOUVER,2020-09-22 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
VANCOUVER,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
VANCOUVER,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
VANCOUVER,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
VANCOUVER,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
VANCOUVER,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
VICTORIA,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
VICTORIA,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
VICTORIA,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
VICTORIA,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
WATERLOO,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Fran網is,1,Delivered - Normal,Isa David
WATERLOO,2020-11-10 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
WHITEHORSE,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
WINNIPEG,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Open - Normal,Unknown
WINNIPEG,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,Elizabeth McKeown
WINNIPEG,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
WINNIPEG,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
WINNIPEG,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Delivered - Normal,Jean-Marc Dupont
WINNIPEG,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
WINNIPEG,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
WINNIPEG,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
WINNIPEG,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Jean-Marc Dupont
WINNIPEG,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Isa David
WINNIPEG,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Richard Landry
WINNIPEG,2020-12-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Open - Normal,Elizabeth McKeown
